                title                                              ctext
0    careless whisper  summarize: i feel so unsure as i take your han...
1  could you be loved  summarize: don't let them fool, ya or even try...
Epoch: 4, Loss:  0.38012781739234924
Epoch: 4, Loss:  1.006626844406128
Epoch: 4, Loss:  0.7297335267066956
Epoch: 4, Loss:  0.8711451292037964
Epoch: 4, Loss:  1.0500874519348145
Epoch: 4, Loss:  0.4163018763065338
Epoch: 4, Loss:  1.10306715965271
Epoch: 4, Loss:  1.2154020071029663
Epoch: 4, Loss:  0.18902213871479034
Epoch: 4, Loss:  0.7042100429534912
Epoch: 4, Loss:  0.5235576629638672
Epoch: 4, Loss:  0.6339496970176697
Epoch: 4, Loss:  0.2529349625110626
Epoch: 4, Loss:  1.0766032934188843
Epoch: 4, Loss:  1.1305009126663208
Epoch: 4, Loss:  1.3607593774795532
Epoch: 5, Loss:  0.30915194749832153
Epoch: 5, Loss:  0.4019584655761719
Epoch: 5, Loss:  0.3330616056919098
Epoch: 5, Loss:  0.38129279017448425
Epoch: 5, Loss:  0.5111329555511475
Epoch: 5, Loss:  0.39685243368148804
Epoch: 5, Loss:  0.6022630929946899
Epoch: 5, Loss:  0.3530997633934021
Epoch: 5, Loss:  0.9290311336517334
Epoch: 5, Loss:  1.0708811283111572
Epoch: 5, Loss:  0.7233741879463196
Epoch: 5, Loss:  0.7437891960144043
Epoch: 5, Loss:  0.5310091376304626
Epoch: 5, Loss:  0.18949809670448303
Epoch: 5, Loss:  0.11433777213096619
Epoch: 5, Loss:  0.34075793623924255
Epoch: 5, Loss:  0.705367386341095
Epoch: 5, Loss:  0.575589120388031
Epoch: 5, Loss:  0.7272163033485413
Epoch: 5, Loss:  1.003178596496582
Epoch: 6, Loss:  0.15594300627708435
Epoch: 6, Loss:  0.4364834725856781
Epoch: 6, Loss:  0.5376632213592529
Epoch: 6, Loss:  0.8345639705657959
Epoch: 6, Loss:  0.27450400590896606
Epoch: 6, Loss:  0.18453043699264526
Epoch: 6, Loss:  0.7846481204032898
Epoch: 6, Loss:  0.23763436079025269
Epoch: 6, Loss:  0.944381594657898
Epoch: 6, Loss:  0.5722066164016724
Epoch: 6, Loss:  0.9177194833755493
Epoch: 6, Loss:  0.6096141934394836
Epoch: 6, Loss:  0.6834113001823425
Epoch: 6, Loss:  1.058594822883606
Epoch: 6, Loss:  0.327938973903656
Epoch: 6, Loss:  0.6753604412078857
Epoch: 6, Loss:  0.5198373198509216
Epoch: 6, Loss:  0.3187984526157379
Epoch: 6, Loss:  0.4948180019855499
Epoch: 6, Loss:  0.8552833199501038
Epoch: 7, Loss:  0.32549336552619934
Epoch: 7, Loss:  0.1900644749403
Epoch: 7, Loss:  0.3419290781021118
Epoch: 7, Loss:  0.2816008925437927
Epoch: 7, Loss:  0.4901108145713806
Epoch: 7, Loss:  0.4116346836090088
Epoch: 7, Loss:  0.4250647723674774
Epoch: 7, Loss:  0.13904885947704315
Epoch: 7, Loss:  0.15150678157806396
Epoch: 7, Loss:  0.14422917366027832
Epoch: 7, Loss:  0.5401743054389954
Epoch: 7, Loss:  0.847234845161438
Epoch: 7, Loss:  0.92890465259552
Epoch: 7, Loss:  0.37976616621017456
Epoch: 7, Loss:  0.33382317423820496
Epoch: 7, Loss:  0.5398597121238708
Epoch: 7, Loss:  1.1243630647659302
Epoch: 7, Loss:  0.7239319086074829
Epoch: 7, Loss:  0.5244697332382202
Epoch: 7, Loss:  0.6365066766738892
Epoch: 8, Loss:  0.6371020674705505
Epoch: 8, Loss:  0.154488205909729
Epoch: 8, Loss:  0.4123993515968323
Epoch: 8, Loss:  0.24473164975643158
Epoch: 8, Loss:  0.39615529775619507
Epoch: 8, Loss:  0.42767858505249023
Epoch: 8, Loss:  0.3404024541378021
Epoch: 8, Loss:  0.4831167459487915
Epoch: 8, Loss:  0.31069517135620117
Epoch: 8, Loss:  0.6057950854301453
Epoch: 8, Loss:  0.25664350390434265
Epoch: 8, Loss:  0.4066172242164612
Epoch: 8, Loss:  0.1319260150194168
Epoch: 8, Loss:  0.505475640296936
Epoch: 8, Loss:  0.45863980054855347
Epoch: 8, Loss:  0.7902576327323914
Epoch: 8, Loss:  0.9502739310264587
Epoch: 8, Loss:  0.45972639322280884
Epoch: 8, Loss:  0.5062251091003418
Epoch: 8, Loss:  0.43671730160713196
Epoch: 9, Loss:  0.30263835191726685
Epoch: 9, Loss:  0.12467427551746368
Epoch: 9, Loss:  0.27635547518730164
Epoch: 9, Loss:  0.3199283182621002
Epoch: 9, Loss:  0.17562483251094818
Epoch: 9, Loss:  0.2779864966869354
Epoch: 9, Loss:  0.602620005607605
Epoch: 9, Loss:  0.168841153383255
Epoch: 9, Loss:  0.22228936851024628
Epoch: 9, Loss:  0.16018390655517578
Epoch: 9, Loss:  0.4395717680454254
Epoch: 9, Loss:  0.18243131041526794
Epoch: 9, Loss:  0.5174539685249329
Epoch: 9, Loss:  0.4611184597015381
Epoch: 9, Loss:  0.2626901865005493
Epoch: 9, Loss:  0.3255423605442047
Epoch: 9, Loss:  0.33807748556137085
Epoch: 9, Loss:  0.5191523432731628
Epoch: 9, Loss:  0.16641493141651154
Epoch: 9, Loss:  0.3387051522731781
Now generating titles on our fine tuned model for the validation dataset and saving it in a dataframe
Completed 0
Completed 100
Completed 200
Completed 300
Completed 400
Completed 500
Completed 600
Completed 700
Completed 800
Completed 900
Completed 1000
Completed 1100
Completed 1200
Completed 1300
Completed 1400
Completed 1500
Completed 1600
Completed 1700
Completed 1800
Completed 1900
Completed 2000
Completed 2100
Completed 2200
Completed 2300
Output Files generated for review
--- 20.0 hours ---
